Kraftwerksnummer Bundesnetzagentur;Unternehmen;Kraftwerksname;"PLZ
(Standort Kraftwerk)";"Ort
(Standort Kraftwerk)";Strasse und Hausnummer (Standort Kraftwerk);Bundesland;Blockname;Datum der Aufnahme der kommerziellen Stromeinspeisung der Erzeugungseinheit [Datum/jahr];Kraftwerksstatus (in Betrieb/vorlaeufig stillgelegt/saisonale KonservierungReservekraftwerk/Sonderfall);Energietraeger;"Spezifizierung ""Mehrere Energietraeger"" und ""Sonstige Energietraeger"" - Hauptbrennstoff";"Spezifizierung ""Mehrere Energietraeger"" - Zusatz- / Ersatzbrennstoffe";"Auswertung
Energietraeger (Zuordnung zu einem Hauptenergietraeger bei Mehreren Energietraegern)";"Foerderberechtigt nach EEG
(ja/nein)";"Waermeauskopplung (KWK)
(ja/nein)";Netto-Nennleistung (elektrische Wirkleistung) in MW;Bezeichnung Verknuepfungspunkt (Schaltanlage) mit dem Stromnetz der Allgemeinen Versorgung gemaess Netzbetreiber;Netz- oder Umspannebene des Anschlusses;Name Stromnetzbetreiber
BNA1695;;"Windpark Gehrde ""Gross Drehle""";49596;Gehrde;Gemarkung Gross Drehle, Flur 1, Flurstueck 3;Niedersachsen;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;;
BNA1689;;Menslage 01 - Herberger Feld;49637;Menslage;Letzte Lage, Gemarkung Herbergen, Flur 2, Flurstueck 4;Niedersachsen;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;;
BNA1686;;Gross Welle;16866;Gumtow;Flurstueck 184, Flur 1;Brandenburg;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;;
BNA1652;CHORUS Wind Sontra GmbH & Co. KG;WP Sontra;36205;Sontra;;Hessen;;05.12.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;Mittelspannung (MS);EnergieNetz Mitte GmbH
BNA1649;;WP Lindenberg;34270;Schauenburg;;Hessen;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;Mittelspannung (MS);EnergieNetz Mitte GmbH
BNA1584;;Green City Energy Windpark Massbach;97711;Massbach;;Bayern;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Bayernwerk AG
BNA1572;;Buerger-Windpark Holzacker-Knorburg;25917;Stadum;Flurstueck 31, Flur 22, Gemarkung Stadum;Schleswig-Holstein;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Schleswig-Holstein Netz AG
BNA1567;;;85235;Odelzhausen;;Bayern;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;Mittelspannung (MS);Bayernwerk AG
BNA1566;;Anzetel Wehlens;26388;Wilhelmshaven;;Niedersachsen;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;Mittelspannung (MS);GEW Wilhelmshaven GmbH
BNA1537;innogy SE;;46359;Heiden;Heidener Str. 141;Nordrhein-Westfalen;;01.01.2012;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;DE0001814632500000000000000596467;30;Westnetz GmbH
BNA1525;Windpark Geisberg GmbH & Co. KG;;68519;Viernheim;Industriestrasse 2;Hessen;;20.12.2013;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;Mittelspannung (MS);
BNA1512;FLEMMA W.1 Energie GmbH & Co. KG;Windpark Illschwang;92278;Illschwang;;Bayern;;01.01.2013;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Lauterhofen;Mittelspannung (MS);Bayernwerk AG
BNA1481;PROKON Regenerative Energien eG;WP Sembten;03172;Guben;;Brandenburg;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Guben;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1449b;Zweckverband Abfallwirtschaft Raum Wuerzburg;Turbosatz 2;97076;Wuerzburg;Gattingerstr. 31;Bayern;;09.11.1998;in Betrieb;Abfall;;;Abfall;Nein;Ja;12,00 ;SH 399 MHKW;Mittelspannung (MS);Mainfranken Netze GmbH
BNA1443;MVV Energie AG;Windpark Rastenberg;99636;Rastenberg;;Thueringen;;04.02.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;"UW Koelleda Stadt Koelleda, Gewerbegebiet ""Koelledakleblitzhoehe""";Mittelspannung (MS);TEN Thueringer Energienetze GmbH
BNA1442;MVV Energie AG;Windpark Holdenstedt-Bornstedt;06526;Sangerhausen;Handelsweg 901R;Sachsen-Anhalt;;20.07.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;Handelsweg 901R, 06526 Sangerhausen;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1318;Theolia Naturenergien GmbH;Windpark Grossvargula;99958;Grossvargula;;Thueringen;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Graefentonna;Hochspannung (HS);TEN Thueringer Energienetze GmbH
BNA1305;Enercon Windpark GmbH & Co. Stoessen II KG;Windpark Stoessen II;06667;Stoessen;;Sachsen-Anhalt;;15.09.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;12,00 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1277;EnBW Windpark Eisenach II GmbH;Windpark Eisenach II;54298;Welschbillig;;Rheinland-Pfalz;Eisenach II;18.12.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;Welschbillig;Mittelspannung (MS);Westnetz GmbH
BNA1270;innogy SE;RWE Innogy Brise Windparkbetriebsgesellschaft mbH;27239;Twistringen;;Niedersachsen;Twistringen;01.01.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Bassum;Mittelspannung (MS);Avacon AG
BNA1245;Uniper Kraftwerke GmbH;Schwabstadl;86937;Scheuring;Zollhaus;Bayern;Schwabstadl;01.01.1981;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;12,00 ;Schaltanlage vor Ort;Hochspannung (HS);Bayernwerk AG
BNA1224;ENERTRAG Aktiengesellschaft;UW Langholt;26842;Ostrhauderfehn;Langholter Str. 10;Niedersachsen;UW Langholt;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;UW Langholt;Mittelspannung (MS);EWE NETZ GmbH
BNA1223;EnBW Onshore Portfolio GmbH;Windpark Oldendorf;29465;Oldendorf/Schnega;;Niedersachsen;Oldendorf;20.09.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Clenze;Mittelspannung (MS);Avacon AG
BNA1218;Stadtwerke Muenchen GmbH;Windpark Illmersdorf;14913;Niederer Flaeming;;Brandenburg;;01.04.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;UW Charlottenfelde;Hochspannung (HS);E.DIS AG
BNA1210;Uniper Kraftwerke GmbH;Merching;86504;Merching;Friedenaustrasse;Bayern;Merching;01.01.1978;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;12,00 ;Schaltanlage vor Ort;Hochspannung (HS);LEW Verteilnetz GmbH
BNA1196b;MVV Energie AG;Industriekraftwerk Ludwigshafen;67065;Ludwigshafen;Giulinistr. 2;Rheinland-Pfalz;GuD;01.03.2003;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;12,00 ;20 kV Uebergabestationen;Mittelspannung (MS);MVV Netze GmbH
BNA1163;Vattenfall Europe Windkraft GmbH;Windpark Jaenschwalde;03052;Jaenschwalde;;Brandenburg;;28.12.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;"DE00108103099V0000000000000049669 
(Umspannwerk Cottbus Ost)";Hochspannung (HS);Envia Mitnetz
BNA1159;Stadtwerke Muenchen GmbH;Windpark Holzhausen;16845;Holzhausen;;Brandenburg;;01.04.2008;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;UW Heinrichsfelde;Hochspannung (HS);E.DIS AG
BNA1156;ENERTRAG Aktiengesellschaft;UW Hettstedt;06333;Hettstedt;;Sachsen-Anhalt;UW Hettstedt;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;UW Hettstedt;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1146;Windfarm Idesheim GmbH & Co. KG;Windpark Schenkendoebern;03172;Gubin / Schenkendoebern;;Brandenburg;Schenkendoebern;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Gubin;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1132;e.disnatur Erneuerbare Energien GmbH;WP Edersleben;06528;Edersleben;;Sachsen-Anhalt;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1123;Windfarm Weimar GmbH & Co. KG;Weimar;07751;Coppanz;;Thueringen;Weimar;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1107;Breeze Four Energy GmbH & Co. KG;Bergholz;17321;Bergholz;;Mecklenburg-Vorpommern;Bergholz;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Loecknitz;Hochspannung (HS);E.DIS AG
BNA1069;;;26409;Wittmund;;Niedersachsen;;01.01.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA1010;Windpark am suessen See Verwaltung GmbH;;06318;Wansleben am See;;Sachsen-Anhalt;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0977;UW Eichow GmbH & Co. KG;;03226;Vetschau;;Brandenburg;;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0898;;;31319;Sehnde;;Niedersachsen;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0884;Erzeugergemeinschaft Schlossvippach GbR;;99195;Schlossvippach;;Thueringen;;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Hochspannung (HS);TEN Thueringer Energienetze GmbH
BNA0773;;;33100;Paderborn;;Nordrhein-Westfalen;;01.01.1995;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Westfalen Weser Netz GmbH
BNA0760;Windpark Oldenswort Moordeich GmbH & Co.KG;;25870;Oldenswort;;Schleswig-Holstein;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0749;;;55234;Ober-Floersheim;;Rheinland-Pfalz;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);EWR Netz GmbH
BNA0724;Breeze Three Energy GmbH & Co. KG;Windpark Nielebock;39319;Nielebock;;Sachsen-Anhalt;;02.07.2003;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;DE0073373931900000E01000000021057;Mittelspannung (MS);HSN Magdeburg GmbH
BNA0678b;juwi Windenergie GmbH & Co. S+S  I+III KG;Energiepark Morbach;54497;Morbach;;Rheinland-Pfalz;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;Morbach WEA;Mittelspannung (MS);
BNA0678a;juwi Verwaltungs GmbH & Co. Morbach I-VI KG;Energiepark Morbach;54497;Morbach;;Rheinland-Pfalz;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;Morbach WEA;Mittelspannung (MS);
BNA0673;Windpark Mittelstenahe GmbH & Co. Betriebs-KG;;21770;Mittelstenahe;;Niedersachsen;;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA0616a;BASF SE;Klaeranlage;67056;Ludwigshafen;Z 564;Rheinland-Pfalz;Z564;30.04.1992;in Betrieb;Klaerschlamm;;;Abfall;Nein;Ja;12,00 ;W211;Hoechstspannung (HoeS);Amprion GmbH
BNA0575;Wattner SunAsset Solarkraftwerk 006 GmbH & Co. KG;;06188;Landsberg, OT Sietzsch;;Sachsen-Anhalt;;01.01.2010;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;12,00 ;;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0564;Windpark Groothusen GmbH & Co. Betriebs KG;;26736;Krummhoern;;Niedersachsen;;01.01.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA0563;EWE ERNEUERBARE ENERGIEN GmbH;WEP Hamswehrum ;26736;Krummhoern;"Hoher Grodenweg / 
Groothuser Grodenweg";Niedersachsen;;30.09.1994;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;Umspannwerk;Mittelspannung (MS);EWE NETZ GmbH
BNA0552;ENERTRAG Aktiengesellschaft;UW Koerbelitz;39175;Koerbelitz;Woltersdorfer Str.;Sachsen-Anhalt;UW Koerbelitz;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;UW Koerbelitz;Mittelspannung (MS);Avacon AG
BNA0463b;Theolia Naturenergien GmbH;Windpark Krusemark;39596;Hohenberg-Krusemark;;Sachsen-Anhalt;;01.01.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Ellingen;Hochspannung (HS);HSN Magdeburg GmbH
BNA0441;NEIF (Merinda Windpark) GmbH & Co. KG;;38350;Helmstedt;;Niedersachsen;;01.01.2003;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0405b;Windpark GmbH & Co. Hamburg KG;Windpark Hamburg;21129;Hamburg;;Hamburg;;06.08.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;12,00 ;UW Altenwerder, KS 81871;Mittelspannung (MS);Stromnetz Hamburg GmbH
BNA0405a;;;21129;Hamburg;;Hamburg;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Stromnetz Hamburg GmbH
BNA0367;Windpark Niedere Boerde GmbH & Co. KG;;39343;Gross Santersleben;;Sachsen-Anhalt;;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0276;Windpark Flomborn / Stetten GmbH & Co. KG;Windpark Flomborn;55234;Flomborn;;Rheinland-Pfalz;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);EWR Netz GmbH
BNA0267a;Energiequelle GmbH & Co. Windpark Feldheim KG;Windpark Feldheim VI;14929;Feldheim;;Brandenburg;;01.01.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;DE00729704916REC0SW00335210597514;Mittelspannung (MS);E.DIS AG
BNA0254;Enercon Windpark GmbH & Co. Erfstadt KG;Windpark Erfstadt;50374;Erfstadt;;Nordrhein-Westfalen;;07.03.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;12,00 ;An der Patria, 50374 Erftstadt;Mittelspannung (MS);Westnetz GmbH 
BNA0204;Windkraft Iserloy GmbH & Co KG;;27801;Doetlingen;;Niedersachsen;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA0181;;;29459;Clenze;;Niedersachsen;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0168;"Windfarm Weimar GmbH & Co.KG, 
RheinEnergieAG";Windpark Weimar;07751;Bucha;;Thueringen;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Coppanz;Hochspannung (HS);TEN Thueringer Energienetze GmbH
BNA0149;swb Weserwind GmbH & Co. KG;;28237;Bremen;;Bremen;;19.12.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Wesernetz Bremen GmbH
BNA0117a;Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH;Heizkraftwerk Karlstrasse;53115;Bonn;;Nordrhein-Westfalen;Heizkraftwerk Karlstrasse;01.07.1990;in Betrieb;Mehrere Energietraeger;Dampf aus Muellverbrennungsanlage;;Abfall;Nein;Ja;12,00 ;Umspannanlage Endenich;Mittelspannung (MS);Bonn Netz GmbH 
BNA0113;;;31167;Bockenem;;Niedersachsen;;01.01.2003;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0091b;Theolia Naturenergien GmbH;Windpark Falkenwalde;17291;Uckerfelde-Kleinow;;Brandenburg;;01.01.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;12,00 ;UW Bertikow;Hoechstspannung (HoeS);50Hertz Transmission GmbH
BNA0037;;;39393;Ausleben;;Sachsen-Anhalt;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;Mittelspannung (MS);Avacon AG
BNA0030;e.disnatur Erneuerbare Energien GmbH;;06556;Artern;;Thueringen;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;12,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1801;;Buergerwindpark Janneby eG;24992;Janneby;Eggebeker Weg / K87 bzw. Flur 7 / Flurstueck 52;Schleswig-Holstein;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,90 ;;;
BNA1447a;Roehm GmbH;;67547;Worms;Im Pfaffenwinkel 6;Rheinland-Pfalz;G2;20.11.1990;in Betrieb;Abfall;;;Abfall;Nein;Ja;11,90 ;5J;Mittelspannung (MS);EWR Netz GmbH
BNA1420;;;01936;Koenigsbrueck;Hoyerswerdaerstrasse;Sachsen;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;11,90 ;;;ENSO Netz GmbH
BNA0266b;Buerger-Windpark-Westfehmarn GmbH & Co. KG;;23769;Fehmarn;;Schleswig-Holstein;;26.08.2000;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;11,90 ;UW Petersdorf;;Schleswig-Holstein Netz AG
BNA0258;Windpark Katzenberg GmbH & Co. KG;;99198;Erfurt-Kerspleben;;Thueringen;;01.01.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,90 ;;USp. Hoch- / Mittelspannung (HS/MS);SWE Netz GmbH (Erfurt)
BNA1705;;Windpark Sandbostel;27446;Sandbostel;Gemarkung Sandbostel, Flur 5;Niedersachsen;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,80 ;;;
BNA0508;Windpark Juergenshagen GmbH & Co.Betriebs-KG Renditefonds;;18246;Juergenshagen;;Mecklenburg-Vorpommern;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,80 ;;USp. Hoch- / Mittelspannung (HS/MS);WEMAG Netz GmbH
BNA0371;;;26197;Grossenkneten;;Niedersachsen;;01.01.1995;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,80 ;;Mittelspannung (MS);EWE NETZ GmbH
BNA0126;Windpark Braderup GmbH & Co.KG ;;25923;Braderup;;Schleswig-Holstein;;01.01.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,80 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0120;H & P Windkraft GmbH & Co. KG;;33178;Borchen;;Nordrhein-Westfalen;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,80 ;;USp. Hoch- / Mittelspannung (HS/MS);Westfalen Weser Netz GmbH
BNA1802;;WP Marner Neuenkoogsdeich Repowering;25724;Neufeld;Gemarkung Diekhusen, Flur 3, Flurstueck 77;Schleswig-Holstein;;01.01.2015;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,70 ;;;
BNA1707;;WP Barnstorf;49406;Drentwede;Flur 3 Stk. 52/2 Gem. Aldorf;Niedersachsen;;01.01.2016;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,70 ;;;
BNA1360;;;99867;Gotha;"Gueldene Aue; Gotha; Flur15; Sundhausen; Flur 2";Thueringen;;01.01.2011;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;11,70 ;;;TEN Thueringer Energienetze GmbH
BNA1155;AGR Abfallentsorgungs-Gesellschaft Ruhrgebiet mbH;RZR Herten II;45699;Herten;Im Emscherbruch 11;Nordrhein-Westfalen;RZR II;07.01.2009;in Betrieb;Abfall;Abfall;Heizoel El;Abfall;Nein;Nein;11,70 ;UW Wanne MSP;Mittelspannung (MS);Hertener Stadtwerke GmbH 
BNA0704;;;31535;Neustadt;;Niedersachsen;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,70 ;;Mittelspannung (MS);Avacon AG
BNA0555;KOGEP vierzehn GmbH & Co. Solar 1411 KG;;06366;Koethen;;Sachsen-Anhalt;;01.01.2010;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;11,70 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0342;;;39307;Genthin;;Sachsen-Anhalt;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,70 ;;Mittelspannung (MS);Avacon AG
BNA1448;EEW Energy from Waste Saarbruecken GmbH (AHKW Neunkirchen);AHKW Neunkirchen;66538;Neunkirchen;Am Bluecherfloez 12;Saarland;Linie 3 + 4;02.06.1977;in Betrieb;Abfall;Abfall, biol. Abbaubarer Anteil von Abfaellen aus haushalten und Industrie;;Abfall;Nein;Ja;11,60 ;Schaltanlage Gneisenaufloez;10;KEW Kommunale Energie- und Wasserversorgung AG
BNA1333c;Universitaet Stuttgart;HKW Pfaffenwald;70569;Stuttgart;Pfaffenwaldring 8;Baden-Wuerttemberg;Block 60;01.07.1968;in Betrieb;Mehrere Energietraeger;Erdgas H;Heizoel EL;Erdgas;Nein;Ja;11,60 ;UW Allmand;Mittelspannung (MS);Netze BW GmbH
BNA1202;Windkraftwerk Meckel/Gilzem GmbH & Co. KG;;54636;Meckel;;Rheinland-Pfalz;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;11,60 ;Uebergabeschaltanlage;Mittelspannung (MS);Westnetz GmbH
BNA1101;ENERTRAG Aktiengesellschaft;UeST Anklam;17389;Anklam;Demminer Landstrasse;Mecklenburg-Vorpommern;UeST Anklam;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,60 ;UeST Anklam;Mittelspannung (MS);E.DIS AG
BNA0599;AVEA Entsorgungsbetriebe GmbH & Co. KG;;51373;Leverkusen;;Nordrhein-Westfalen;entfaellt;03.05.2011;in Betrieb;Abfall;;;Abfall;Nein;Ja;11,60 ;UA Manfort / UA Kueppersteg;Mittelspannung (MS);Rheinische NETZGesellschaft mbH 
BNA0510a;SWK Stadtwerke Kaiserslautern, Versorgungs-AG;HKW Karcherstr.;67655;Kaiserslautern;;Rheinland-Pfalz;10;18.09.1989;in Betrieb;Mehrere Energietraeger;Erdgas;Leichtes Heizoel;Erdgas;Nein;Ja;11,60 ;UW 1;Mittelspannung (MS);SWK Stadtwerke Kaiserslautern Versorgungs-AG
BNA0366;;;48599;Gronau;;Nordrhein-Westfalen;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,60 ;;Mittelspannung (MS);Stadtwerke Gronau GmbH
BNA0321;PWG GmbH & Co. Buergerwindpark Grueppenbuehren KG;;27777;Ganderkesee;;Niedersachsen;;01.01.2000;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,60 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA1931;Windpark Zieger GmbH & Co. KG;Windpark Zieger;92355;Vehlburg;Gemarkung Lengenfeld, Flurnummer 1657;Bayern;;22.08.2011;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;11,50 ;50310139338;Mittelspannung (MS);Bayernwerk Netz GmbH
